symbol,isin,company_name
SHIVAAGRO,INE960E01019,Shiva Global Agro Industries Limited
SHIVACEM,INE555C01029,Shiva Cement Limited
SHIVALIK,INE788J01021,Shivalik Rasayan Limited
SHIVAMAUTO,INE637H01024,Shivam Autotech Limited
SHIVAMILLS,INE644Y01017,Shiva Mills Limited
SHIVATEX,INE705C01020,Shiva Texyarn Limited
SHIVAUM,INE719F01016,Shiv Aum Steels Limited
SHK,INE500L01026,S H Kelkar and Company Limited
SHOPERSTOP,INE498B01024,Shoppers Stop Limited
SHRADDHA,INE311M01018,Shraddha Prime Projects Limited
SHRADHA,INE715Y01031,Shradha Realty Limited
SHREDIGCEM,INE232A01011,Shree Digvijay Cement Co.Ltd
SHREECEM,INE070A01015,SHREE CEMENT LIMITED
SHREEJISPG,INE1B6101010,Shreeji Shipping Global Limited
SHREEPUSHK,INE712K01011,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA,INE879A01019,Shree Rama Multi-Tech Limited
SHRENIK,INE632X01030,Shrenik Limited
SHREYANIND,INE231C01019,Shreyans Industries Limited
SHRIKRISH,INE997I01012,Shri Krishna Devcon Limited
SHRINGARMS,INE1B3L01017,Shringar House of Mangalsutra Limited
SHRIPISTON,INE526E01018,SPR Auto Technologies Limited
SHRIRAMFIN,INE721A01047,Shriram Finance Limited
SHRIRAMPPS,INE217L01019,Shriram Properties Limited
SHRJAGP,INE564J01026,Shri Jagdamba Polymers Limited
SHUKRAPHAR,INE551C01044,Shukra Pharmaceuticals Limited
SHYAMCENT,INE979R01011,Shyam Century Ferrous Limited
SHYAMMETL,INE810G01011,Shyam Metalics and Energy Limited
SHYAMTEL,INE635A01023,Shyam Telecom Limited
SICAGEN,INE176J01011,Sicagen India Limited
SICALLOG,INE075B01020,Sical Logistics Limited
SIEL,INE843L01012,Superior Industrial Enterprises Limited
SIEMENS,INE003A01024,Siemens Limited
SIGACHI,INE0D0K01022,Sigachi Industries Limited
SIGIND,INE529F01035,Signet Industries Limited
SIGMA,INE0A0S01028,Sigma Solve Limited
SIGMAADV,INE933B01012,SIGMA ADVANCED SYSTEMS LIMITED
SIGNATURE,INE903U01023,Signatureglobal (India) Limited
SIGNPOST,INE0KGZ01021,Signpost India Limited
SIKA,INE438E01032,Sika Interplant Systems Limited
SIKKO,INE112X01025,Sikko Industries Limited
SIL,INE173A01025,Standard Industries Limited
SILGO,INE01II01013,Silgo Retail Limited
SILINV,INE923A01015,SIL Investments Limited
SILVERTUC,INE625X01026,Silver Touch Technologies Limited
SIMBHALS,INE748T01016,Simbhaoli Sugars Limited
SIMPLEXINF,INE059B01024,Simplex Infrastructures Limited
SIMPLXREA,INE167H01014,Simplex Realty Limited
SINCLAIR,INE985A01022,Sinclairs Hotels Limited
SINDHUTRAD,INE325D01025,Sindhu Trade Links Limited
SINGERIND,INE638A01035,Singer India Limited
SINTERCOM,INE129Z01016,Sintercom India Limited
SIRCA,INE792Z01011,Sirca Paints India Limited
SIS,INE285J01028,SIS LIMITED
SITINET,INE965H01011,Siti Networks Limited
SIYSIL,INE076B01028,Siyaram Silk Mills Limited
SJS,INE284S01014,S.J.S. Enterprises Limited
SJVN,INE002L01015,SJVN Limited
SKFINDIA,INE640A01023,SKF India Limited
SKFINDUS,INE2J8701016,SKF India (Industrial) Limited
SKIPPER,INE439E01022,Skipper Limited
SKMEGGPROD,INE411D01023,SKM Egg Products Export (India) Limited
SKYGOLD,INE01IU01018,SKY GOLD AND DIAMONDS LIMITED
SKYWAYS,INE0PX301025,Skyways Air Services Limited
SMARTLINK,INE178C01020,Smartlink Holdings Limited
SMARTWORKS,INE0NAZ01010,Smartworks Coworking Spaces Limited
SMCGLOBAL,INE103C01036,SMC Global Securities Limited
SMLMAH,INE294B01019,SML Mahindra Limited
SMLT,INE017W01010,Sarthak Metals Limited
SMSPHARMA,INE812G01025,SMS Pharmaceuticals Limited
SNOWMAN,INE734N01019,Snowman Logistics Limited
SOBHA,INE671H01015,Sobha Limited
SOFTTECH,INE728Z01015,Softtech Engineers Limited
SOLARA,INE624Z01016,Solara Active Pharma Sciences Limited
SOLARINDS,INE343H01029,Solar Industries India Limited
SOLARWORLD,INE0TY101024,Solarworld Energy Solutions Limited
SOLEX,INE880Y01017,Solex Energy Limited
SOMANYCERA,INE355A01028,Somany Ceramics Limited
SOMATEX,INE314C01013,Soma Textiles & Industries Limited
SOMICONVEY,INE323J01019,Somi Conveyor Beltings Limited
SONACOMS,INE073K01018,Sona BLW Precision Forgings Limited
SONAL,INE321M01017,Sonal Mercantile Limited
SONAMLTD,INE00LM01029,SONAM LIMITED
SONATSOFTW,INE269A01021,Sonata Software Limited
SOTL,INE035D01020,Savita Oil Technologies Limited
SOUTHBANK,INE683A01023,The South Indian Bank Limited
SOUTHWEST,INE980Y01015,South West Pinnacle Exploration Limited
SPAL,INE212I01016,S. P. Apparels Limited
SPANDANA,INE572J01011,Spandana Sphoorty Financial Limited
SPARC,INE232I01014,Sun Pharma Advanced Research Company Limited
SPCENET,INE970N01027,Spacenet Enterprises India Limited
SPECIALITY,INE247M01014,Speciality Restaurants Limited
SPECTRUM,INE01EO01010,Spectrum Electrical Industries Limited
SPENCERS,INE020801028,Spencer's Retail Limited
SPIC,INE147A01011,Southern Petrochemicals Industries Corporation  Limited
SPLIL,INE978G01016,SPL Industries Limited
SPLPETRO,INE663A01033,Supreme Petrochem Limited
SPMLINFRA,INE937A01023,SPML Infra Limited
SPORTKING,INE885H01029,Sportking India Limited
SRD,INE01NE01012,Shankar Lal Rampal Dye-Chem Limited
SREEL,INE099F01013,Sreeleathers Limited
SRF,INE647A01010,SRF Limited
SRGHFL,INE559N01010,SRG Housing Finance Limited
SRHHYPOLTD,INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited
SRIKPRIND,INE009C01019,Sri KPR Industries Limited
SRM,INE0R6Z01013,SRM Contractors Limited
SRTL,INE19GK01015,Shree Ram Twistex Limited
SSDL,INE0PQ101010,Saraswati Saree Depot Limited
SSWL,INE802C01033,Steel Strips Wheels Limited
STALLION,INE0RYC01010,Stallion India Fluorochemicals Limited
STANLEY,INE01A001028,Stanley Lifestyles Limited
STAR,INE939A01011,Strides Pharma Science Limited
STARCEMENT,INE460H01021,Star Cement Limited
STARHEALTH,INE575P01011,Star Health and Allied Insurance Company Limited
STARPAPER,INE733A01018,Star Paper Mills Limited
STARTECK,INE992I01013,Starteck Finance Limited
STCINDIA,INE655A01013,The State Trading Corporation of India Limited
STEELCAS,INE124E01038,Steelcast Limited
STEELCITY,INE395H01011,Steel City Securities Limited
STEELXIND,INE503B01021,STEEL EXCHANGE INDIA LIMITED
STEL,INE577L01016,Stel Holdings Limited
STERTOOLS,INE334A01023,Sterling Tools Limited
STLNETWORK,INE1VXE01018,STL Networks Limited
STLSTRINF,INE205F01016,Steel Strips Infrastructures Limited
STLTECH,INE089C01029,Sterlite Technologies Limited
STOVEKRAFT,INE00IN01015,Stove Kraft Limited
STUDDS,INE00Q601028,Studds Accessories Limited
STYL,INE04VU01023,Seshaasai Technologies Limited
STYLAMIND,INE239C01020,Stylam Industries Limited
STYLEBAAZA,INE01FR01028,Baazar Style Retail Limited
STYRENIX,INE189B01011,Styrenix Performance Materials Limited
SUBEXLTD,INE754A01055,Subex Limited
SUBROS,INE287B01021,Subros Limited
SUDARCOLOR,INE492A01029,Sudarshan Colorants India Limited
SUDARSCHEM,INE659A01023,Sudarshan Chemical Industries Limited
SUDEEPPHRM,INE0QPI01025,Sudeep Pharma Limited
SUKHJITS,INE450E01029,Sukhjit Starch & Chemicals Limited
SULA,INE142Q01026,Sula Vineyards Limited
SUMEDHA,INE886B01012,Sumedha Fiscal Services Limited
SUMEETINDS,INE235C01036,Sumeet Industries Limited
SUMICHEM,INE258G01013,Sumitomo Chemical India Limited
SUMIT,INE748Z01013,Sumit Woods Limited
SUMMITSEC,INE519C01017,Summit Securities Limited
SUNCLAY,INE0Q3R01026,Sundaram Clayton Limited
SUNDARAM,INE108E01023,Sundaram Multi Pap Limited
SUNDARMFIN,INE660A01013,Sundaram Finance Limited
SUNDRMBRAK,INE073D01013,Sundaram Brake Linings Limited
SUNDRMFAST,INE387A01021,Sundram Fasteners Limited
SUNDROP,INE209A01019,Sundrop Brands Limited
SUNFLAG,INE947A01014,Sunflag Iron And Steel Company Limited
SUNLOC,INE671C01016,Sunil Healthcare Limited
SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Limited
SUNRAKSHAK,INE671K01027,Sunrakshakk Industries India Limited
SUNSHIEL,INE199E01014,Sunshield Chemicals Limited
SUNSHINE,INE1B3O01011,Sunshine Pictures Limited
SUNTECK,INE805D01034,Sunteck Realty Limited
SUNTV,INE424H01027,Sun TV Network Limited
SUPERHOUSE,INE712B01010,Superhouse Limited
SUPERSPIN,INE662A01027,Super Spinning Mills Limited
SUPRAJIT,INE399C01030,Suprajit Engineering Limited
SUPREME,INE822E01011,Supreme Holdings & Hospitality (India) Limited
SUPREMEENG,INE319Z01021,Supreme Engineering Limited
SUPREMEIND,INE195A01028,Supreme Industries Limited
SUPREMEINF,INE550H01011,Supreme Infrastructure India Limited
SUPRIYA,INE07RO01027,Supriya Lifescience Limited
SUPTANERY,INE460D01038,Super Tannery Limited
SURAJEST,INE843S01025,Suraj Estate Developers Limited
SURAJLTD,INE713C01016,Suraj Limited
SURAKSHA,INE877V01027,Suraksha Diagnostic Limited
SURANASOL,INE272L01022,Surana Solar Limited
SURANAT&P,INE130B01031,Surana Telecom and Power Limited
SURYALA,INE132C01027,Suryalata Spinning Mills Limited
SURYALAXMI,INE713B01026,Suryalakshmi Cotton Mills Limited
SURYAROSNI,INE335A01020,Surya Roshni Limited
SURYODAY,INE428Q01011,Suryoday Small Finance Bank Limited
SUTLEJTEX,INE645H01027,Sutlej Textiles and Industries Limited
SUVEN,INE495B01038,Suven Life Sciences Limited
SUVIDHAA,INE018401013,Suvidhaa Infoserve Limited
SUYOG,INE442P01014,Suyog Telematics Limited
SUZLON,INE040H01021,Suzlon Energy Limited
SVGLOBAL,INE159L01013,S V Global Mill Limited
SVLL,INE00CE01017,Shree Vasu Logistics Limited
SVPGLOB,INE308E01029,SVP GLOBAL TEXTILES LIMITED
SWANCORP,INE665A01038,SWAN CORP LIMITED
SWANDEF,INE542F01020,Swan Defence and Heavy Industries Limited
SWARAJ,INE0GMR01016,Swaraj Suiting Limited
SWARAJENG,INE277A01016,Swaraj Engines Limited
SWARNSAR,INE967A01012,Swarnsarita Jewels India Limited
SWELECTES,INE409B01013,Swelect Energy Systems Limited
SWIGGY,INE00H001014,Swiggy Limited
SWISSMLTRY,INE010C01025,Swiss Military Consumer Goods Limited
SWSOLAR,INE00M201021,Sterling and Wilson Renewable Energy Limited
SYMBIOTEC,INE899I01028,Symbiotec Pharmalab Limited
SYMPHONY,INE225D01027,Symphony Limited
SYNCOMF,INE312C01025,Syncom Formulations (India) Limited
SYNGENE,INE398R01022,Syngene International Limited
SYRMA,INE0DYJ01015,Syrma SGS Technology Limited
SYSTMTXC,INE356B01024,Systematix Corporate Services Limited
TAALTECH,INE524T01011,Taal Tech Limited
TAINWALCHM,INE123C01018,Tainwala Chemical and Plastic (I) Limited
TAJGVK,INE586B01026,Taj GVK Hotels & Resorts Limited
TAKE,INE142I01023,TAKE Limited
TALBROAUTO,INE187D01029,Talbros Automotive Components Limited
TAMBOLIIN,INE864J01012,Tamboli Industries Limited
TANAA,INE692C01020,Taneja Aerospace & Aviation Limited
TANLA,INE483C01032,Tanla Platforms Limited
TARACHAND,INE555Z01020,Tara Chand InfraLogistic Solutions Limited
TARAPUR,INE747K01017,Tarapur Transformers Limited
TARC,INE0EK901012,TARC Limited
TARIL,INE763I01026,Transformers And Rectifiers (India) Limited
TARMAT,INE924H01018,Tarmat Limited
TARSONS,INE144Z01023,Tarsons Products Limited
TASTYBITE,INE488B01017,Tasty Bite Eatables Limited
TATACAP,INE976I01016,Tata Capital Limited
TATACHEM,INE092A01019,Tata Chemicals Limited
TATACOMM,INE151A01013,Tata Communications Limited
TATACONSUM,INE192A01025,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,INE670A01012,Tata Elxsi Limited
TATAINVEST,INE672A01026,Tata Investment Corporation Limited
TATAPOWER,INE245A01021,Tata Power Company Limited
TATASTEEL,INE081A01020,Tata Steel Limited
TATATECH,INE142M01025,Tata Technologies Limited
TATVA,INE0GK401011,Tatva Chintan Pharma Chem Limited
TBOTEK,INE673O01025,TBO Tek Limited
TBZ,INE760L01018,Tribhovandas Bhimji Zaveri Limited
TCC,INE887D01024,TCC Concept Limited
TCI,INE688A01022,Transport Corporation of India Limited
TCIEXP,INE586V01016,TCI Express Limited
TCIFINANCE,INE911B01018,TCI Finance Limited
TCPLPACK,INE822C01015,TCPL Packaging Limited
TCS,INE467B01029,Tata Consultancy Services Limited
TDPOWERSYS,INE419M01035,TD Power Systems Limited
TEAMGTY,INE289C01025,Team India Guaranty Limited
TEAMLEASE,INE985S01024,Teamlease Services Limited
TECHM,INE669C01036,Tech Mahindra Limited
TECHNOCRAF,INE1D0W01018,Technocraft Ventures Limited
TECHNOE,INE285K01026,Techno Electric & Engineering Company Limited
TECHNVISN,INE314H01012,TechNVision Ventures Limited
TECILCHEM,INE014B01011,TECIL Chemicals and Hydro Power Limited
TEGA,INE011K01018,Tega Industries Limited
TEJASNET,INE010J01012,Tejas Networks Limited
TEMBO,INE869Y01028,Tembo Global Industries Limited
TEMPSENS,INE1KZI01025,Tempsens Instruments (India) Limited
TENNIND,INE19RI01016,Tenneco Clean Air India Limited
TERAI,INE390D01011,Terai Tea Company Limited
TERASOFT,INE482B01010,Tera Software Limited
TEXINFRA,INE435C01024,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES,INE141K01013,Texmo Pipes and Products Limited
TEXRAIL,INE621L01012,Texmaco Rail & Engineering Limited
TFCILTD,INE305A01023,Tourism Finance Corporation of India Limited
TFL,INE804H01012,Transwarranty Finance Limited
TGBHOTELS,INE797H01018,TGB Banquets And Hotels Limited
TGVSL,INE284B01028,TGV Sraac Limited
THACKER,INE077P01034,Thacker & Company Limited
THAKDEV,INE403F01017,Thakkers Developers Limited
THANGAMAYL,INE085J01014,Thangamayil Jewellery Limited
THEINVEST,INE924D01017,The Investment Trust Of India Limited
THEJO,INE121N01019,Thejo Engineering Limited
THELEELA,INE0AQ201015,Leela Palaces Hotels & Resorts Limited
THEMISMED,INE083B01024,Themis Medicare Limited
THERMAX,INE152A01029,Thermax Limited
THOMASCOOK,INE332A01027,Thomas Cook  (India)  Limited
THOMASCOTT,INE480M01011,Thomas Scott (India) Limited
THYROCARE,INE594H01019,Thyrocare Technologies Limited
TI,INE133E01013,Tilaknagar Industries Limited
TICL,INE388G01026,Twamev Construction and Infrastructure Limited
TIGERLOGS,INE906O01029,Tiger Logistics (India) Limited
TIIL,INE545H01011,Technocraft Industries (India) Limited
TIINDIA,INE974X01010,Tube Investments of India Limited
TIJARIA,INE440L01017,Tijaria Polypipes Limited
TIL,INE806C01018,TIL Limited
TIMETECHNO,INE508G01029,Time Technoplast Limited
TIMEX,INE064A01026,Timex Group India Limited
TIMKEN,INE325A01013,Timken India Limited
TINNARUBR,INE015C01016,Tinna Rubber and Infrastructure Limited
TIPSFILMS,INE0LQS01015,Tips Films Limited
TIPSMUSIC,INE716B01029,Tips Music Limited
TIRUMALCHM,INE338A01024,Thirumalai Chemicals Limited
TIRUPATIFL,INE319Y01024,Tirupati Forge Limited
TITAGARH,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED
TITAN,INE280A01028,Titan Company Limited
TMB,INE668A01016,Tamilnad Mercantile Bank Limited
TMCV,INE1TAE01010,Tata Motors Limited
TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited
TNPETRO,INE148A01019,Tamilnadu PetroProducts Limited
TNPL,INE107A01015,Tamil Nadu Newsprint & Papers Limited
TNTELE,INE141D01018,Tamilnadu Telecommunication Limited
TOKYOPLAST,INE932C01012,Tokyo Plast International Limited
TOLINS,INE0RWQ01014,Tolins Tyres Limited
TORNTPHARM,INE685A01028,Torrent Pharmaceuticals Limited
TORNTPOWER,INE813H01021,Torrent Power Limited
TOTAL,INE336X01012,Total Transport Systems Limited
TOUCHWOOD,INE486Y01013,Touchwood Entertainment Limited
TOYAMSL,INE457P01020,Toyam Sports Limited
TPHQ,INE065J01024,Teamo Productions HQ Limited
TPLPLASTEH,INE413G01022,TPL Plastech Limited
TRACXN,INE0HMF01019,Tracxn Technologies Limited
TRANSCOR,INE330E01023,Transcorp International Limited
TRANSPEK,INE687A01016,Transpek Industry Limited
TRANSRAILL,INE454P01035,Transrail Lighting Limited
TRANSWORLD,INE757B01015,TRANSWORLD SHIPPING LINES LIMITED
TRAVELFOOD,INE103V01028,Travel Food Services Limited
TREEHOUSE,INE040M01013,Tree House Education & Accessories Limited
TREJHARA,INE00CA01015,TREJHARA SOLUTIONS LIMITED
TREL,INE0O3901029,Transindia Real Estate Limited
TRENT,INE849A01020,Trent Limited
TRF,INE391D01019,TRF Limited
TRIDENT,INE064C01022,Trident Limited
TRIGYN,INE948A01012,Trigyn Technologies Limited
TRITONV,INE440G01017,Triton Valves Limited
TRITURBINE,INE152M01016,Triveni Turbine Limited
TRIVENI,INE256C01024,Triveni Engineering & Industries Limited
TRU,INE615R01029,TruCap Finance Limited
TRUALT,INE0MWH01014,TruAlt Bioenergy Limited
TSFINV,INE202Z01029,TSF INVESTMENTS LIMITED
TTKHLTCARE,INE910C01018,TTK Healthcare Limited
TTKPRESTIG,INE690A01028,TTK Prestige Limited
TTL,INE592B01024,T T Limited
TTML,INE517B01013,Tata Teleservices (Maharashtra) Limited
TURTLEMINT,INE0OC301013,Turtlemint Fintech Solutions Limited
TUTIALKA,INE400A01014,Tuticorin Alkali Chemicals & Fertilizers Limited
TVSELECT,INE236G01019,TVS Electronics Limited
TVSHLTD,INE105A01035,TVS Holdings Limited
TVSMOTOR,INE494B01023,TVS Motor Company Limited
TVSSCS,INE395N01027,TVS Supply Chain Solutions Limited
TVSSRICHAK,INE421C01016,TVS Srichakra Limited
TVTODAY,INE038F01029,TV Today Network Limited
TVVISION,INE871L01013,TV Vision Limited
UBL,INE686F01025,United Breweries Limited
UCAL,INE139B01016,UCAL LIMITED
UCOBANK,INE691A01018,UCO Bank
UDAYJEW,INE551B01012,Uday Jewellery Industries Limited
UDS,INE851I01011,Updater Services Limited
UEL,INE899L01030,Ujaas Energy Limited
UFBL,INE382M01027,United Foodbrands Limited
UFLEX,INE516A01017,UFLEX Limited
UFO,INE527H01019,UFO Moviez India Limited
UGARSUGAR,INE071E01023,The Ugar Sugar Works Limited
UGROCAP,INE583D01011,Ugro Capital Limited
UJJIVANSFB,INE551W01018,Ujjivan Small Finance Bank Limited
ULTRACEMCO,INE481G01011,UltraTech Cement Limited
ULTRAMAR,INE405A01021,Ultramarine & Pigments Limited
UMAEXPORTS,INE0GIU01018,Uma Exports Limited
UMESLTD,INE240C01028,Usha Martin Education & Solutions Limited
UMIYA-MRO,INE398B01018,UMIYA BUILDCON LIMITED
UNICHEMLAB,INE351A01035,Unichem Laboratories Limited
UNIDT,INE961D01019,United Drilling Tools Limited
UNIECOM,INE00U401027,Unicommerce Esolutions Limited
UNIENTER,INE037A01022,Uniphos Enterprises Limited
UNIINFO,INE481Z01011,Uniinfo Telecom Services Limited
UNIMECH,INE0U3I01011,Unimech Aerospace and Manufacturing Limited
UNIONBANK,INE692A01016,Union Bank of India
UNIPARTS,INE244O01017,Uniparts India Limited
UNITDSPR,INE854D01024,United Spirits Limited
UNITECH,INE694A01020,Unitech Limited
UNITEDPOLY,INE368U01029,United Polyfab Gujarat Limited
UNITEDTEA,INE458F01011,The United Nilgiri Tea Estates Company Limited
UNIVASTU,INE562X01013,Univastu India Limited
UNIVCABLES,INE279A01012,Universal Cables Limited
UNIVPHOTO,INE03V001013,Universus Photo Imagings Limited
UNOMINDA,INE405E01023,UNO Minda Limited
UPHOT,INE726E01014,U P Hotels Limited
UPL,INE628A01036,UPL Limited
URAVIDEF,INE568Z01015,Uravi Defence and Technology Limited
URBANCO,INE0CAZ01013,Urban Company Limited
URJA,INE550C01020,Urja Global Limited
USHAMART,INE228A01035,Usha Martin Limited
USK,INE0N0Y01013,Udayshivakumar Infra Limited
UTIAMC,INE094J01016,UTI Asset Management Company Limited
UTKARSHBNK,INE735W01017,Utkarsh Small Finance Bank Limited
UTLSOLAR,INE12UR01024,Fujiyama Power Systems Limited
UTTAMSUGAR,INE786F01031,Uttam Sugar Mills Limited
UYFINCORP,INE152C01025,U. Y. Fincorp Limited
V2RETAIL,INE945H01021,V2 Retail Limited
VADILALIND,INE694D01016,Vadilal Industries Limited
VADILENT,INE693D01018,Vadilal Enterprises Limited
VAIBHAVGBL,INE884A01027,Vaibhav Global Limited
VAISHALI,INE972X01022,Vaishali Pharma Limited
VAKRANGEE,INE051B01021,Vakrangee Limited
VALIANTLAB,INE0JWS01017,Valiant Laboratories Limited
VALIANTORG,INE565V01010,Valiant Organics Limited
VAML,INE1CDF01017,Vedanta Aluminium Metal Limited
VARDHACRLC,INE116G01013,Vardhman Acrylics Limited
VARDMNPOLY,INE835A01029,Vardhman Polytex Limited
VARROC,INE665L01035,Varroc Engineering Limited
VASCONEQ,INE893I01013,Vascon Engineers Limited
VASUPRADA,INE574G01013,Shri Vasuprada Plantations Limited
VASWANI,INE590L01019,Vaswani Industries Limited
VBL,INE200M01039,Varun Beverages Limited
VCL,INE098201036,Vaxtex Cotfab Limited
VEDAVAAG,INE359B01010,VEDAVAAG Systems Limited
VEDL,INE205A01025,Vedanta Limited
VEDPOWER,INE694L01019,Vedanta Power Limited
VEEDOL,INE484C01030,Veedol Corporation Limited
VELJAN,INE232E01013,Veljan Denison Limited
VENKEYS,INE398A01010,Venky's (India) Limited
VENTIVE,INE781S01027,Ventive Hospitality Limited
VENUSPIPES,INE0JA001018,Venus Pipes & Tubes Limited
VENUSREM,INE411B01019,Venus Remedies Limited
VERANDA,INE0IQ001011,Veranda Learning Solutions Limited
VERTOZ,INE188Y01031,Vertoz Limited
VESUVIUS,INE386A01023,Vesuvius India Limited
VETO,INE918N01018,Veto Switchgears And Cables Limited
VGCL,INE761Q01015,Vibrant Global Capital Limited
VGL,INE273D01027,VARVEE GLOBAL LIMITED
VGUARD,INE951I01027,V-Guard Industries Limited
VHL,INE701A01023,Vardhman Holdings Limited
VHLTD,INE048C01025,Viceroy Hotels Limited
VIDHIING,INE632C01026,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES,INE14UN01029,Vidya Wires Limited
VIJAYA,INE043W01024,Vijaya Diagnostic Centre Limited
VIJIFIN,INE159N01027,Viji Finance Limited
VIJSOLX,INE362D01010,Vijay Solvex Limited
VIKASECO,INE806A01020,Vikas EcoTech Limited
VIKASLIFE,INE161L01027,Vikas Lifecare Limited
VIKRAMSOLR,INE078V01014,Vikram Solar Limited
VIKRAN,INE01R501028,Vikran Engineering Limited
VIMTALABS,INE579C01029,Vimta Labs Limited
VINATIORGA,INE410B01037,Vinati Organics Limited
VINCOFE,INE498Q01014,Vintage Coffee And Beverages Limited
VINDHYATEL,INE707A01012,Vindhya Telelinks Limited
VINEETLAB,INE505Y01010,Vineet Laboratories Limited
VINNY,INE01KI01027,Vinny Overseas Limited
VINYLINDIA,INE250B01029,Vinyl Chemicals (India) Limited
VIPCLOTHNG,INE450G01024,VIP Clothing Limited
VIPIND,INE054A01027,VIP Industries Limited
VIPULLTD,INE946H01037,Vipul Limited
VIRAT,INE467D01017,Virat Industries Limited
VIRINCHI,INE539B01017,Virinchi Limited
VIRTUALG,INE247C01023,Virtual Global Education Limited
VISACHROME,INE286H01012,VISA Chrome Limited
VISAKAIND,INE392A01021,Visaka Industries Limited
VISHAL,INE755Q01025,Vishal Fabrics Limited
VISHNU,INE270I01022,Vishnu Chemicals Limited
VISHWARAJ,INE430N01022,Vishwaraj Sugar Industries Limited
VISL,INE1CLE01013,Vedanta Iron and Steel Limited
VITAL,INE0L4K01016,Vital Chemtech Limited
VIVIANA,INE0MEG01014,Viviana Power Tech Limited
VIVIDHA,INE370E01029,Visagar Polytex Limited
VIVIMEDLAB,INE526G01021,Vivimed Labs Limited
VIVOBIOT,INE380K01017,Vivo Bio Tech Limited
VIYASH,INE807F01027,Viyash Scientific Limited
VLEGOV,INE03HW01020,VL E-Governance & IT Solutions Limited
VLSFINANCE,INE709A01018,VLS Finance Limited
VMART,INE665J01013,V-Mart Retail Limited
VMM,INE01EA01019,Vishal Mega Mart Limited
VMSTMT,INE0SJA01013,VMS TMT Limited
VOEPL,INE0I0T01010,Virtuoso Optoelectronics Limited
VOGL,INE704J01044,Vedanta Oil and Gas Limited
VOITHPAPR,INE285C01015,Voith Paper Fabrics India Limited
VOLTAMP,INE540H01012,Voltamp Transformers Limited
VOLTAS,INE226A01021,Voltas Limited
VPRPL,INE0AE001013,Vishnu Prakash R Punglia Limited
VRAJ,INE0S2V01010,Vraj Iron and Steel Limited
VRLLOG,INE366I01010,VRL Logistics Limited
VSSL,INE050M01012,Vardhman Special Steels Limited
VSTIND,INE710A01016,VST Industries Limited
VSTL,INE0QTF01015,Vibhor Steel Tubes Limited
VSTTILLERS,INE764D01017,V.S.T Tillers Tractors Limited
VTL,INE825A01020,Vardhman Textiles Limited
VTMLTD,INE222F01029,VTM Limited
WAAREEENER,INE377N01017,Waaree Energies Limited
WAAREEINDO,INE866K01023,Indosolar Limited
WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited
WABAG,INE956G01038,VA Tech Wabag Limited
WAKEFIT,INE0E7301029,Wakefit Innovations Limited
WALCHANNAG,INE711A01022,Walchandnagar Industries Limited
WANBURY,INE107F01022,Wanbury Limited
WARDINMOBI,INE945P01024,Wardwizard Innovations & Mobility Limited
WATERBASE,INE054C01015,Waterbase Limited
WCIL,INE0CJF01024,Western Carriers (India) Limited
WEALTH,INE658T01017,Wealth First Portfolio Managers Limited
WEBELSOLAR,INE855C01023,Websol Energy System Limited
WEIZMANIND,INE080A01014,Weizmann Limited
WEL,INE02WG01024,Wonder Electricals Limited
WELCORP,INE191B01025,Welspun Corp Limited
WELENT,INE625G01013,Welspun Enterprises Limited
WELINV,INE389K01018,Welspun Investments and Commercials Limited
WELSPLSOL,INE731F01037,Welspun Specialty Solutions Limited
WELSPUNLIV,INE192B01031,Welspun Living Limited
WENDT,INE274C01019,Wendt (India) Limited
WESTLIFE,INE274F01020,WESTLIFE FOODWORLD LIMITED
WEWIN,INE082W01014,WE WIN LIMITED
WEWORK,INE085001019,WeWork India Management Limited
WHBRADY,INE855A01019,WH Brady & Company Limited
WHEELS,INE715A01015,Wheels India Limited
WHIRLPOOL,INE716A01013,Whirlpool of India Limited
WILLAMAGOR,INE210A01017,Williamson Magor & Company Limited
WINDLAS,INE0H5O01029,Windlas Biotech Limited
WINDMACHIN,INE052A01021,Windsor Machines Limited
WIPL,INE215F01023,The Western India Plywoods Limited
WIPRO,INE075A01022,Wipro Limited
WOCKPHARMA,INE049B01025,Wockhardt Limited
WONDERLA,INE066O01014,Wonderla Holidays Limited
WORTHPERI,INE196Y01018,Worth Peripherals Limited
WPIL,INE765D01022,WPIL Limited
WSI,INE100D01014,W S Industries (I) Limited
WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited
XCHANGING,INE692G01013,Xchanging Solutions Limited
XELPMOC,INE01P501012,Xelpmoc Design And Tech Limited
XPROINDIA,INE445C01015,Xpro India Limited
XTGLOBAL,INE547B01028,Xtglobal Infotech Limited
XTRANET,INE0NG701011,Xtranet Technologies Limited
YASHO,INE616Z01012,Yasho Industries Limited
YATHARTH,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited
